namespace,subgroup,class,threshold_base,threshold_star,pr_all_base,precision_all_base,pr_group_base,precision_group_base,pr_group_star,precision_group_star,npos_group_base,npos_group_star,tp_group_base,fp_group_base,tp_group_star,fp_group_star
nationality,east_asian,Interracial,0.5,0.05,0.08641666666666667,0.9864995178399228,0.006772009029345372,1.0,0.006772009029345372,1.0,6,6,6,0,6,0
nationality,south_asian,Interracial,0.5,0.11,0.08641666666666667,0.9864995178399228,0.0546875,1.0,0.0546875,1.0,7,7,7,0,7,0
hair_color,blonde,Interracial,0.5,0.99,0.08641666666666667,0.9864995178399228,0.10799190692969145,0.9976580796252927,0.08548305513404147,1.0,427,338,426,1,338,0
hair_color,brunette,Interracial,0.5,0.2,0.08641666666666667,0.9864995178399228,0.0803970223325062,0.9876543209876543,0.08056244830438379,0.9856262833675564,486,487,480,6,480,7
hair_color,redhead,Interracial,0.5,0.05,0.08641666666666667,0.9864995178399228,0.08647990255785627,1.0,0.0876979293544458,0.9861111111111112,71,72,71,0,71,1
age,age_mature,Interracial,0.5,0.97,0.08641666666666667,0.9864995178399228,0.0961408259986459,1.0,0.08767772511848342,1.0,284,259,284,0,259,0
age,age_young,Interracial,0.5,0.67,0.08641666666666667,0.9864995178399228,0.05640345056403451,0.9764705882352941,0.054412740544127404,0.9878048780487805,85,82,83,2,81,1
race_ethnicity,white,Lesbian,0.5,0.99,0.08566666666666667,0.9902723735408561,0.117084480510071,0.9938118811881188,0.09679756557020722,1.0,808,668,803,5,668,0
race_ethnicity,asian,Lesbian,0.5,0.08,0.08566666666666667,0.9902723735408561,0.0443307757885763,1.0,0.045183290707587385,0.9811320754716981,52,53,52,0,52,1
race_ethnicity,black,Lesbian,0.5,0.98,0.08566666666666667,0.9902723735408561,0.09652173913043478,0.990990990990991,0.08608695652173913,1.0,222,198,220,2,198,0
race_ethnicity,mixed_or_other,Lesbian,0.5,0.06,0.08566666666666667,0.9902723735408561,0.04712939160239932,1.0,0.04798628963153385,0.9821428571428571,55,56,55,0,55,1
race_ethnicity,latina,Lesbian,0.5,0.12,0.08566666666666667,0.9902723735408561,0.0645933014354067,1.0,0.06578947368421052,0.9818181818181818,54,55,54,0,54,1
gender,gender_female,Lesbian,0.5,0.63,0.08566666666666667,0.9902723735408561,0.03913808267370272,0.9775280898876404,0.03869832893579595,0.9886363636363636,89,88,87,2,87,1
gender,gender_male,Lesbian,0.5,0.09,0.08566666666666667,0.9902723735408561,0.0,,0.0,,0,0,0,0,0,0
sexuality,sexuality_lesbian,Lesbian,0.5,1.0,0.08566666666666667,0.9902723735408561,0.9837164750957854,0.991236611489776,0.08620689655172414,1.0,1027,90,1018,9,90,0
nationality,europe,Lesbian,0.5,0.99,0.08566666666666667,0.9902723735408561,0.1143317230273752,1.0,0.08776167471819646,1.0,142,109,142,0,109,0
nationality,africa,Lesbian,0.5,0.99,0.08566666666666667,0.9902723735408561,0.15526315789473685,1.0,0.09736842105263158,1.0,59,37,59,0,37,0
nationality,east_asian,Lesbian,0.5,0.45,0.08566666666666667,0.9902723735408561,0.01580135440180587,1.0,0.01580135440180587,1.0,14,14,14,0,14,0
nationality,south_asian,Lesbian,0.5,0.03,0.08566666666666667,0.9902723735408561,0.0546875,1.0,0.0546875,1.0,7,7,7,0,7,0
hair_color,blonde,Lesbian,0.5,0.99,0.08566666666666667,0.9902723735408561,0.14011127971674253,0.9945848375451264,0.11330298431967628,1.0,554,448,551,3,448,0
hair_color,brunette,Lesbian,0.5,0.99,0.08566666666666667,0.9902723735408561,0.11712158808933003,0.9915254237288136,0.09445822994210092,1.0,708,571,702,6,571,0
hair_color,redhead,Lesbian,0.5,0.99,0.08566666666666667,0.9902723735408561,0.1656516443361754,0.9926470588235294,0.12545676004872108,1.0,136,103,135,1,103,0
age,age_mature,Lesbian,0.5,0.99,0.08566666666666667,0.9902723735408561,0.11577522004062288,0.9941520467836257,0.08496953283683141,1.0,342,251,340,2,251,0
age,age_young,Lesbian,0.5,0.91,0.08566666666666667,0.9902723735408561,0.0577305905773059,0.9655172413793104,0.054412740544127404,0.9878048780487805,87,82,84,3,81,1
race_ethnicity,white,Masturbation,0.5,0.96,0.41833333333333333,0.9888446215139443,0.476742501086799,0.9975683890577508,0.4254455875960006,1.0,3290,2936,3282,8,2936,0
race_ethnicity,asian,Masturbation,0.5,0.79,0.41833333333333333,0.9888446215139443,0.43478260869565216,0.984313725490196,0.4185848252344416,0.9918533604887984,510,491,502,8,487,4
race_ethnicity,black,Masturbation,0.5,0.12,0.41833333333333333,0.9888446215139443,0.401304347826087,0.9924160346695557,0.418695652173913,0.960539979231568,923,963,916,7,925,38
race_ethnicity,mixed_or_other,Masturbation,0.5,0.01,0.41833333333333333,0.9888446215139443,0.2390745501285347,0.989247311827957,0.35475578406169667,0.6714975845410628,279,414,276,3,278,136
race_ethnicity,latina,Masturbation,0.5,0.07,0.41833333333333333,0.9888446215139443,0.35167464114832536,0.9931972789115646,0.41866028708133973,0.86,294,350,292,2,301,49
gender,gender_female,Masturbation,0.5,0.99,0.41833333333333333,0.9888446215139443,0.6789797713280563,0.9941709844559585,0.47537379067722074,1.0,1544,1081,1535,9,1081,0
gender,gender_male,Masturbation,0.5,0.05,0.41833333333333333,0.9888446215139443,0.3027027027027027,1.0,0.3945945945945946,0.7808219178082192,56,73,56,0,57,16
sexuality,sexuality_lesbian,Masturbation,0.5,0.99,0.41833333333333333,0.9888446215139443,0.7298850574712644,0.9921259842519685,0.40804597701149425,1.0,762,426,756,6,426,0
nationality,europe,Masturbation,0.5,0.13,0.41833333333333333,0.9888446215139443,0.38727858293075684,0.9896049896049897,0.4178743961352657,0.9210019267822736,481,519,476,5,478,41
nationality,africa,Masturbation,0.5,0.07,0.41833333333333333,0.9888446215139443,0.3815789473684211,0.9862068965517241,0.4105263157894737,0.9230769230769231,145,156,143,2,144,12
nationality,east_asian,Masturbation,0.5,0.9400000000000001,0.41833333333333333,0.9888446215139443,0.4525959367945824,0.9825436408977556,0.4198645598194131,0.9973118279569892,401,372,394,7,371,1
nationality,south_asian,Masturbation,0.5,0.01,0.41833333333333333,0.9888446215139443,0.2265625,0.9655172413793104,0.34375,0.6590909090909091,29,44,28,1,29,15
hair_color,blonde,Masturbation,0.5,0.79,0.41833333333333333,0.9888446215139443,0.4334850784016186,0.9947491248541424,0.4185634800202327,0.9987915407854985,1714,1655,1705,9,1653,2
hair_color,brunette,Masturbation,0.5,0.87,0.41833333333333333,0.9888446215139443,0.44334160463192723,0.9902985074626866,0.41786600496277915,0.997624703087886,2680,2526,2654,26,2520,6
hair_color,redhead,Masturbation,0.5,0.91,0.41833333333333333,0.9888446215139443,0.48964677222898906,0.9975124378109452,0.4165651644336175,1.0,402,342,401,1,342,0
age,age_mature,Masturbation,0.5,0.5700000000000001,0.41833333333333333,0.9888446215139443,0.4194312796208531,0.9927360774818402,0.4180771834800271,0.9935222672064777,1239,1235,1230,9,1227,8
age,age_young,Masturbation,0.5,0.1,0.41833333333333333,0.9888446215139443,0.3669542136695421,0.976491862567812,0.4167219641672196,0.9092356687898089,553,628,540,13,571,57
race_ethnicity,white,Teens,0.5,0.06,0.20666666666666667,0.994758064516129,0.19504419649326185,1.0,0.19649326184610927,0.9926253687315634,1346,1356,1346,0,1346,10
race_ethnicity,asian,Teens,0.5,0.1,0.20666666666666667,0.994758064516129,0.13981244671781756,0.9939024390243902,0.13981244671781756,0.9939024390243902,164,164,163,1,163,1
race_ethnicity,black,Teens,0.5,0.09,0.20666666666666667,0.994758064516129,0.15782608695652173,1.0,0.15869565217391304,0.9945205479452055,363,365,363,0,363,2
race_ethnicity,mixed_or_other,Teens,0.5,0.06,0.20666666666666667,0.994758064516129,0.1893744644387318,1.0,0.1919451585261354,0.9910714285714286,221,224,221,0,222,2
race_ethnicity,latina,Teens,0.5,0.96,0.20666666666666667,0.994758064516129,0.26435406698564595,0.9864253393665159,0.20454545454545456,0.9824561403508771,221,171,218,3,168,3
gender,gender_female,Teens,0.5,0.1,0.20666666666666667,0.994758064516129,0.15303430079155672,0.9885057471264368,0.1534740545294635,0.9885386819484241,348,349,344,4,345,4
gender,gender_male,Teens,0.5,0.87,0.20666666666666667,0.994758064516129,0.23783783783783785,1.0,0.21081081081081082,1.0,44,39,44,0,39,0
sexuality,sexuality_lesbian,Teens,0.5,0.04,0.20666666666666667,0.994758064516129,0.18773946360153257,1.0,0.18869731800766285,0.9949238578680203,196,197,196,0,196,1
nationality,europe,Teens,0.5,0.09,0.20666666666666667,0.994758064516129,0.19082125603864733,1.0,0.19243156199677938,0.9916317991631799,237,239,237,0,237,2
nationality,africa,Teens,0.5,0.04,0.20666666666666667,0.994758064516129,0.19473684210526315,0.9864864864864865,0.19473684210526315,0.9864864864864865,74,74,73,1,73,1
nationality,east_asian,Teens,0.5,0.06,0.20666666666666667,0.994758064516129,0.13882618510158012,1.0,0.1399548532731377,0.9919354838709677,123,124,123,0,123,1
nationality,south_asian,Teens,0.5,0.03,0.20666666666666667,0.994758064516129,0.0703125,1.0,0.078125,1.0,9,10,9,0,10,0
hair_color,blonde,Teens,0.5,0.07,0.20666666666666667,0.994758064516129,0.20687910976226606,0.9987775061124694,0.20738492665655034,0.9963414634146341,818,820,817,1,817,3
hair_color,brunette,Teens,0.5,0.9400000000000001,0.20666666666666667,0.994758064516129,0.22398676592224978,0.9977843426883308,0.20810587262200164,0.9976152623211447,1354,1258,1351,3,1255,3
hair_color,redhead,Teens,0.5,0.06,0.20666666666666667,0.994758064516129,0.18757612667478685,0.987012987012987,0.18879415347137637,0.9870967741935484,154,155,152,2,153,2
age,age_mature,Teens,0.5,0.08,0.20666666666666667,0.994758064516129,0.08090724441435342,0.9916317991631799,0.08090724441435342,0.9916317991631799,239,239,237,2,237,2
age,age_young,Teens,0.5,0.99,0.20666666666666667,0.994758064516129,0.47644326476443266,0.9930362116991643,0.2342402123424021,1.0,718,353,713,5,353,0
